Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
480,Mauritius,2017,Tourist/visitor arrivals (thousands),TF,,1342,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
480,Mauritius,1995,Tourism expenditure (millions of US dollars),,,616,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
480,Mauritius,2005,Tourism expenditure (millions of US dollars),,,1189,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
480,Mauritius,2010,Tourism expenditure (millions of US dollars),,,1585,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
480,Mauritius,2015,Tourism expenditure (millions of US dollars),,,1680,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
480,Mauritius,2016,Tourism expenditure (millions of US dollars),,,1824,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
480,Mauritius,2017,Tourism expenditure (millions of US dollars),,,2005,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,1995,Tourist/visitor arrivals (thousands),TF,,20241,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2005,Tourist/visitor arrivals (thousands),TF,,21915,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2010,Tourist/visitor arrivals (thousands),TF,,23290,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2015,Tourist/visitor arrivals (thousands),TF,,32093,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2016,Tourist/visitor arrivals (thousands),TF,,35079,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2017,Tourist/visitor arrivals (thousands),TF,,39291,Estimate.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,1995,Tourism expenditure (millions of US dollars),,,6847,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2005,Tourism expenditure (millions of US dollars),,,12801,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2010,Tourism expenditure (millions of US dollars),,,12628,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2015,Tourism expenditure (millions of US dollars),,,18729,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2016,Tourism expenditure (millions of US dollars),,,20619,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
484,Mexico,2017,Tourism expenditure (millions of US dollars),,,22467,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
583,Micronesia (Fed. States of),2005,Tourist/visitor arrivals (thousands),TF,,19,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
583,Micronesia (Fed. States of),2010,Tourist/visitor arrivals (thousands),TF,,45,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
583,Micronesia (Fed. States of),2015,Tourist/visitor arrivals (thousands),TF,,31,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
583,Micronesia (Fed. States of),2016,Tourist/visitor arrivals (thousands),TF,,30,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
583,Micronesia (Fed. States of),2005,Tourism expenditure (millions of US dollars),,,21,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
583,Micronesia (Fed. States of),2010,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
583,Micronesia (Fed. States of),2015,Tourism expenditure (millions of US dollars),,,25,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
492,Monaco,1995,Tourist/visitor arrivals (thousands),THS,,233,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
492,Monaco,2005,Tourist/visitor arrivals (thousands),THS,,286,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
492,Monaco,2010,Tourist/visitor arrivals (thousands),THS,,279,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
492,Monaco,2015,Tourist/visitor arrivals (thousands),THS,,331,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
492,Monaco,2016,Tourist/visitor arrivals (thousands),THS,,336,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
492,Monaco,2017,Tourist/visitor arrivals (thousands),THS,,355,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2005,Tourist/visitor arrivals (thousands),TF,,339,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2010,Tourist/visitor arrivals (thousands),TF,,456,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2015,Tourist/visitor arrivals (thousands),TF,,386,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2016,Tourist/visitor arrivals (thousands),TF,,404,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2017,Tourist/visitor arrivals (thousands),TF,,469,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,1995,Tourism expenditure (millions of US dollars),,,33,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2005,Tourism expenditure (millions of US dollars),,,203,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2010,Tourism expenditure (millions of US dollars),,,288,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2015,Tourism expenditure (millions of US dollars),,,279,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2016,Tourism expenditure (millions of US dollars),,,379,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
496,Mongolia,2017,Tourism expenditure (millions of US dollars),,,462,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2005,Tourist/visitor arrivals (thousands),TCE,,272,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2010,Tourist/visitor arrivals (thousands),TCE,,1088,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2015,Tourist/visitor arrivals (thousands),TCE,,1560,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2016,Tourist/visitor arrivals (thousands),TCE,,1662,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2017,Tourist/visitor arrivals (thousands),TCE,,1877,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2010,Tourism expenditure (millions of US dollars),,,765,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2015,Tourism expenditure (millions of US dollars),,,947,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2016,Tourism expenditure (millions of US dollars),,,978,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
499,Montenegro,2017,Tourism expenditure (millions of US dollars),,,1109,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,1995,Tourist/visitor arrivals (thousands),TF,,18,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2005,Tourist/visitor arrivals (thousands),TF,,10,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2010,Tourist/visitor arrivals (thousands),TF,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2015,Tourist/visitor arrivals (thousands),TF,,9,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2016,Tourist/visitor arrivals (thousands),TF,,9,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,1995,Tourism expenditure (millions of US dollars),,,17,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2005,Tourism expenditure (millions of US dollars),,,9,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2010,Tourism expenditure (millions of US dollars),,,6,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2015,Tourism expenditure (millions of US dollars),,,9,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2016,Tourism expenditure (millions of US dollars),,,9,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
500,Montserrat,2017,Tourism expenditure (millions of US dollars),,,9,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,1995,Tourist/visitor arrivals (thousands),TF,,2602,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2005,Tourist/visitor arrivals (thousands),TF,,5843,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2010,Tourist/visitor arrivals (thousands),TF,,9288,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2015,Tourist/visitor arrivals (thousands),TF,,10177,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2016,Tourist/visitor arrivals (thousands),TF,,10332,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2017,Tourist/visitor arrivals (thousands),TF,,11349,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,1995,Tourism expenditure (millions of US dollars),,,1469,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2005,Tourism expenditure (millions of US dollars),,,5426,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2010,Tourism expenditure (millions of US dollars),,,8176,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2015,Tourism expenditure (millions of US dollars),,,7765,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2016,Tourism expenditure (millions of US dollars),,,7921,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
504,Morocco,2017,Tourism expenditure (millions of US dollars),,,9086,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2005,Tourist/visitor arrivals (thousands),TF,,578,The data correspond only to 12 border posts.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2010,Tourist/visitor arrivals (thousands),TF,,1718,The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2015,Tourist/visitor arrivals (thousands),TF,,1552,The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2016,Tourist/visitor arrivals (thousands),TF,,1639,The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2017,Tourist/visitor arrivals (thousands),TF,,1447,The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2005,Tourism expenditure (millions of US dollars),,,138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2010,Tourism expenditure (millions of US dollars),,,135,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2015,Tourism expenditure (millions of US dollars),,,202,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2016,Tourism expenditure (millions of US dollars),,,114,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
508,Mozambique,2017,Tourism expenditure (millions of US dollars),,,164,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,1995,Tourist/visitor arrivals (thousands),TF,,194,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2005,Tourist/visitor arrivals (thousands),TF,,660,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2010,Tourist/visitor arrivals (thousands),TF,,792,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2015,Tourist/visitor arrivals (thousands),TF,,4681,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2016,Tourist/visitor arrivals (thousands),TF,,2907,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2017,Tourist/visitor arrivals (thousands),TF,,3443,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,1995,Tourism expenditure (millions of US dollars),,,169,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2005,Tourism expenditure (millions of US dollars),,,83,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2010,Tourism expenditure (millions of US dollars),,,91,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2015,Tourism expenditure (millions of US dollars),,,2199,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2016,Tourism expenditure (millions of US dollars),,,2289,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
104,Myanmar,2017,Tourism expenditure (millions of US dollars),,,2279,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,1995,Tourist/visitor arrivals (thousands),TF,,272,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2005,Tourist/visitor arrivals (thousands),TF,,778,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2010,Tourist/visitor arrivals (thousands),TF,,984,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2015,Tourist/visitor arrivals (thousands),TF,,1388,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2016,Tourist/visitor arrivals (thousands),TF,,1469,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2017,Tourist/visitor arrivals (thousands),TF,,1499,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2005,Tourism expenditure (millions of US dollars),,,363,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2010,Tourism expenditure (millions of US dollars),,,473,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2015,Tourism expenditure (millions of US dollars),,,540,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2016,Tourism expenditure (millions of US dollars),,,378,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
516,Namibia,2017,Tourism expenditure (millions of US dollars),,,393,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,1995,Tourist/visitor arrivals (thousands),TF,,363,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2005,Tourist/visitor arrivals (thousands),TF,,375,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2010,Tourist/visitor arrivals (thousands),TF,,603,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2015,Tourist/visitor arrivals (thousands),TF,,539,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2016,Tourist/visitor arrivals (thousands),TF,,753,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2017,Tourist/visitor arrivals (thousands),TF,,940,Including arrivals from India.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,1995,Tourism expenditure (millions of US dollars),,,232,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2005,Tourism expenditure (millions of US dollars),,,160,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2010,Tourism expenditure (millions of US dollars),,,378,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2015,Tourism expenditure (millions of US dollars),,,509,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2016,Tourism expenditure (millions of US dollars),,,498,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
524,Nepal,2017,Tourism expenditure (millions of US dollars),,,712,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,1995,Tourist/visitor arrivals (thousands),TCE,,6574,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2005,Tourist/visitor arrivals (thousands),TCE,,10012,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2010,Tourist/visitor arrivals (thousands),TCE,,10883,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2015,Tourist/visitor arrivals (thousands),TCE,,15007,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2016,Tourist/visitor arrivals (thousands),TCE,,15828,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2017,Tourist/visitor arrivals (thousands),TCE,,17924,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,1995,Tourism expenditure (millions of US dollars),,,10611,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2015,Tourism expenditure (millions of US dollars),,,17558,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2016,Tourism expenditure (millions of US dollars),,,18306,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
528,Netherlands,2017,Tourism expenditure (millions of US dollars),,,20352,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,1995,Tourist/visitor arrivals (thousands),TF,,86,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2005,Tourist/visitor arrivals (thousands),TF,,101,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2010,Tourist/visitor arrivals (thousands),TF,,99,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2015,Tourist/visitor arrivals (thousands),TF,,114,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2016,Tourist/visitor arrivals (thousands),TF,,116,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2017,Tourist/visitor arrivals (thousands),TF,,121,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,1995,Tourism expenditure (millions of US dollars),,,108,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2005,Tourism expenditure (millions of US dollars),,,149,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2010,Tourism expenditure (millions of US dollars),,,226,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2015,Tourism expenditure (millions of US dollars),,,246,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
540,New Caledonia,2016,Tourism expenditure (millions of US dollars),,,248,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2005,Tourist/visitor arrivals (thousands),TF,,2353,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2010,Tourist/visitor arrivals (thousands),TF,,2435,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2015,Tourist/visitor arrivals (thousands),TF,,3039,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2016,Tourist/visitor arrivals (thousands),TF,,3370,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2017,Tourist/visitor arrivals (thousands),TF,,3555,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,1995,Tourism expenditure (millions of US dollars),,,2318,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2005,Tourism expenditure (millions of US dollars),,,6486,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2010,Tourism expenditure (millions of US dollars),,,6523,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2015,Tourism expenditure (millions of US dollars),,,9452,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2016,Tourism expenditure (millions of US dollars),,,9763,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
554,New Zealand,2017,Tourism expenditure (millions of US dollars),,,10583,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,1995,Tourist/visitor arrivals (thousands),TF,,281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2005,Tourist/visitor arrivals (thousands),TF,,712,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2010,Tourist/visitor arrivals (thousands),TF,,1011,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2015,Tourist/visitor arrivals (thousands),TF,,1386,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2016,Tourist/visitor arrivals (thousands),TF,,1504,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2017,Tourist/visitor arrivals (thousands),TF,,1787,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,1995,Tourism expenditure (millions of US dollars),,,51,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2005,Tourism expenditure (millions of US dollars),,,206,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2010,Tourism expenditure (millions of US dollars),,,314,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2015,Tourism expenditure (millions of US dollars),,,528,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2016,Tourism expenditure (millions of US dollars),,,642,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
558,Nicaragua,2017,Tourism expenditure (millions of US dollars),,,841,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,1995,Tourist/visitor arrivals (thousands),TF,,35,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2005,Tourist/visitor arrivals (thousands),TF,,58,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
562,Niger,2010,Tourist/visitor arrivals (thousands),TF,,74,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
