Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
682,Saudi Arabia,2017,Tourist/visitor arrivals (thousands),TF,,16109,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2010,Tourism expenditure (millions of US dollars),,,7536,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2015,Tourism expenditure (millions of US dollars),,,11183,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2016,Tourism expenditure (millions of US dollars),,,13438,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2017,Tourism expenditure (millions of US dollars),,,14848,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2005,Tourist/visitor arrivals (thousands),TF,,769,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2010,Tourist/visitor arrivals (thousands),TF,,900,Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2015,Tourist/visitor arrivals (thousands),TF,,1007,Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2016,Tourist/visitor arrivals (thousands),TF,,1210,Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2017,Tourist/visitor arrivals (thousands),TF,,1365,Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,1995,Tourism expenditure (millions of US dollars),,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2005,Tourism expenditure (millions of US dollars),,,334,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
686,Senegal,2010,Tourism expenditure (millions of US dollars),,,464,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2005,Tourist/visitor arrivals (thousands),TCE,,453,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2010,Tourist/visitor arrivals (thousands),TCE,,683,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2015,Tourist/visitor arrivals (thousands),TCE,,1132,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2016,Tourist/visitor arrivals (thousands),TCE,,1281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2017,Tourist/visitor arrivals (thousands),TCE,,1497,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2005,Tourism expenditure (millions of US dollars),,,308,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2010,Tourism expenditure (millions of US dollars),,,950,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2015,Tourism expenditure (millions of US dollars),,,1322,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2016,Tourism expenditure (millions of US dollars),,,1460,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
688,Serbia,2017,Tourism expenditure (millions of US dollars),,,1705,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,1995,Tourist/visitor arrivals (thousands),TF,,121,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2005,Tourist/visitor arrivals (thousands),TF,,129,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2010,Tourist/visitor arrivals (thousands),TF,,175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2015,Tourist/visitor arrivals (thousands),TF,,276,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2016,Tourist/visitor arrivals (thousands),TF,,303,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2017,Tourist/visitor arrivals (thousands),TF,,350,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,1995,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2005,Tourism expenditure (millions of US dollars),,,269,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2010,Tourism expenditure (millions of US dollars),,,352,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2015,Tourism expenditure (millions of US dollars),,,483,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2016,Tourism expenditure (millions of US dollars),,,505,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
690,Seychelles,2017,Tourism expenditure (millions of US dollars),,,585,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,1995,Tourist/visitor arrivals (thousands),TF,,14,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2005,Tourist/visitor arrivals (thousands),TF,,40,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2010,Tourist/visitor arrivals (thousands),TF,,39,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2015,Tourist/visitor arrivals (thousands),TF,,24,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2016,Tourist/visitor arrivals (thousands),TF,,55,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,1995,Tourism expenditure (millions of US dollars),,,57,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2005,Tourism expenditure (millions of US dollars),,,64,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2010,Tourism expenditure (millions of US dollars),,,26,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2015,Tourism expenditure (millions of US dollars),,,37,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
694,Sierra Leone,2016,Tourism expenditure (millions of US dollars),,,41,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,1995,Tourist/visitor arrivals (thousands),TF,,6070,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2005,Tourist/visitor arrivals (thousands),TF,,7079,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2010,Tourist/visitor arrivals (thousands),TF,,9161,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2015,Tourist/visitor arrivals (thousands),TF,,12051,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2016,Tourist/visitor arrivals (thousands),TF,,12914,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2017,Tourist/visitor arrivals (thousands),TF,,13903,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,1995,Tourism expenditure (millions of US dollars),,,7611,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2005,Tourism expenditure (millions of US dollars),,,6209,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2010,Tourism expenditure (millions of US dollars),,,14178,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2015,Tourism expenditure (millions of US dollars),,,16617,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2016,Tourism expenditure (millions of US dollars),,,18945,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
702,Singapore,2017,Tourism expenditure (millions of US dollars),,,19707,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),1995,Tourist/visitor arrivals (thousands),TF,,460,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2005,Tourist/visitor arrivals (thousands),TF,,468,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2010,Tourist/visitor arrivals (thousands),TF,,443,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2015,Tourist/visitor arrivals (thousands),TF,,505,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2016,Tourist/visitor arrivals (thousands),TF,,528,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2017,Tourist/visitor arrivals (thousands),TF,,402,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2010,Tourism expenditure (millions of US dollars),,,681,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2015,Tourism expenditure (millions of US dollars),,,913,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2016,Tourism expenditure (millions of US dollars),,,871,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
534,Sint Maarten (Dutch part),2017,Tourism expenditure (millions of US dollars),,,646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,1995,Tourist/visitor arrivals (thousands),TCE,,903,Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2005,Tourist/visitor arrivals (thousands),TCE,,1515,Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
703,Slovakia,2010,Tourist/visitor arrivals (thousands),TCE,,1327,Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
